ActivityDate,ActivityDateTime,AccountId,MaskedAccount,AccountLabel,IncomeType,Description,Symbol,Amount,SourceHash,RawStoredPath
2026-06-25,2026-06-25 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,VERTIV HOLDINGS LLC CL A REC 06/25/26 PAY 06/25/26 RATE 0.00000000 QTY 0.00000000,,0.031,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-26,2026-06-26 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of SPMO @ $0,SPMO,4.02,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-26,2026-06-26 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,HANOVER INSURANCE GROUP INC REC 06/26/26 PAY 06/26/26 RATE 0.00000000 QTY 0.00000000,,16.625,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-26,2026-06-26 03:00:00,900001001,x1001,Traditional IRA - x1001,Qualified Dividend,NVIDIA CORPORATION REC 06/26/26 PAY 06/26/26 RATE 0.00000000 QTY 0.00000000,,6,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-26,2026-06-26 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of SPMO @ $0,SPMO,5.761,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-26,2026-06-26 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of SPMO @ $0,SPMO,1.226,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-26,2026-06-26 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VOOV @ $0,VOOV,2.112,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-29,2026-06-29 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of BLOX @ $0,BLOX,10.115,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-30,2026-06-30 03:00:00,900001001,x1001,Traditional IRA - x1001,Dividend,0 of PINE @ $0,PINE,89.85,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-30,2026-06-30 03:00:00,900001001,x1001,Traditional IRA - x1001,Interest Income,CASH BALANCE PROGRAM (Period 06/01-06/30),,0.113,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-30,2026-06-30 03:00:00,900001002,x1002,Individual Brokerage - x1002,Margin Interest,Thru 06/30/26 for 16 days,,-0.073,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-30,2026-06-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Dividend,0 of GRNY @ $0,GRNY,0.787,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-30,2026-06-30 03:00:00,900001003,x1003,Partnership / LLC / LLP - x1003,Interest Income,MORGAN STANLEY PRIVATE BANK NA (Period 06/01-06/30),,0.005,2727ed26bcd5a128809ece9149a15f5989e9527f48c1ded119b86dc621900379,data/raw/etrade/account_history/20260701-235622-2727ed26bcd5-demo-a-History.csv
2026-06-30,2026-06-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of GRNY @ $0,GRNY,0.404,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-30,2026-06-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Dividend,0 of VTI @ $0,VTI,0.731,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
2026-06-30,2026-06-30 03:00:00,900001004,x1004,Individual 401(k) - x1004,Interest Income,MORGAN STANLEY BANK N.A. (Period 06/01-06/30),,0.024,a0a44a54726c00643b105733ddbc6efde52249f05a827340583a61098fb433ea,data/raw/etrade/account_history/20260701-235622-a0a44a54726c-demo-b-History.csv
